0,62013573775,8410
1,52214596393,10020
2,80770823658,440
3,201156783592,2850
4,84252583580,700
5,58890270416,280
6,36267392414,2280
7,125260708371,1450
8,102833243252,2620
9,120476431461,990
10,82839366775,170
11,71572254688,200
12,117344653319,4800
13,162774389031,11860
14,62302014435,2710
15,63901744369,9700
16,181644364579,1950
17,71572254688,200
18,70384229837,1250
19,80858363229,3570
20,82856993876,6640
21,52388407628,9660
22,49863135579,360
23,3122753214,47380
24,143424719316,3880
25,191161397907,29890
26,178135035146,3640
27,34897395316,160
28,43302018275,100
29,16296896986,5070
30,334194683668,12720
31,76776947223,480
32,113525610866,8370
33,58178546254,110
34,93697602462,3000
35,58890270416,280
36,229206780127,1870
37,174690943564,1980
38,131766787518,4020
39,22895366458,5110
40,49863135579,360
41,58816675549,2070
42,378765718554,16660
43,131824150622,1160
44,103589066421,710
45,38142273217,3010
46,103589066421,710
47,137695559583,18370
48,266308080805,4620
49,43439102506,510
50,135349753587,790
51,111215762140,1010
52,25596876568,5660
53,7318557990,45310
54,62302014435,2710
55,101198954808,11720
56,227727692647,940
57,6506557982,4950
58,45425720151,1300
59,131113847270,390
60,67737160904,350
61,34145415688,5060
62,575967461022,20000
63,57403176979,550
64,76776947223,480
65,94727488090,820
66,172591161698,1350
67,32076400274,490
68,104378837642,2030
69,162586616193,1540
70,30812375782,240
71,61453934039,2340
72,179500055686,2750
73,131655069183,3650
74,37822601018,6130
75,27692870168,150
76,106142514829,1500
77,57973326518,7500
78,133775738410,8420
79,123379712582,1990
80,50451623609,270
81,144656503752,1230
82,101885162982,830
83,182159903025,2390
84,25596876568,5660
85,303072730942,11340
86,80392225592,20010
87,99377160657,1020
88,57403176979,550
89,80059777386,740
90,361251663187,16530
91,180330948142,1120
92,77661456540,10730
93,109313562938,1380
94,97224371604,2820
95,62207794618,40740
96,101726564157,610
97,49863135579,360
98,88020370137,530
99,80269688485,11210
100,281060567100,25330
101,283609643663,28170
102,84779091176,810
103,4512942057,48300
104,26500472506,7150
105,94727488090,820
106,91909307877,1290
107,1014419498,55740
108,95853027517,14180
109,475102707,95440
110,101329016040,4060
111,118418839284,50
112,370336961691,23930
113,122415197193,12280
114,101329016040,4060
115,129698711078,15610
116,61725941944,60
117,27208814815,6520
118,101290076379,3210
119,2548999009,48840
120,212157818197,3590
121,1975262994,500000
122,287947787978,1780
123,233827663232,13860
124,40624617520,8470
125,139063625464,4640
126,4989145611,46540
127,33829669173,6280
128,154593299762,35650
129,65163237561,140
130,49129027283,90
131,56579415820,8730
132,476727785676,25820
133,3591505185,45790
134,65334573095,10880
135,223989555624,1310
136,49129027283,90
137,80320998736,16220
138,101369152900,1000
139,84608950633,1150
140,105539689951,210
141,1182275451,59560
142,228892226035,1570
143,116274286700,3150
144,194732885469,15560
145,106296903207,310
146,68924808345,2400
147,143540379519,8270
148,78948063325,750
149,124271447533,3940
150,91558294070,8680
151,113525610866,8370
152,132346749300,38350
153,177677256234,21270
154,119371344394,2740
155,65320171858,2840
156,71572254688,200
157,385293839703,16570
158,40850300611,590
159,221798088479,4190
160,28514346275,2600
161,76469790341,850
162,12286166274,45320
163,64993513360,800
164,155696682352,3550
165,123526950266,3540
166,128453738208,3530
167,233175820769,1640
168,166858262160,4280
169,911011081,68860
170,231197845378,4430
171,100284279990,7350
172,419231878602,21570
173,50205229496,8000
174,43933893144,190
175,63739873644,2200
176,36267392414,2280
177,262535992150,3990
178,49758437040,660
179,113545832815,9040
180,120476431461,990
181,137394427537,2150
182,180330948142,1120
183,168161735445,11590
184,6186958534,4990
185,104780264134,2590
186,75741317424,3560
187,238418766511,1390
188,239824043077,1970
189,281060567100,25330
190,25305174319,5990
191,227727692647,940
192,340755610928,13090
193,178443406618,20980
194,71572254688,200
195,62421603863,2550
196,162586616193,1540
197,231197845378,4430
198,80269688485,11210
199,86180982971,420
200,34897395316,160
201,85124393983,4070
202,192091558371,4340
203,50451623609,270
204,31826517683,720
205,258642936048,3520
206,672197233,75490
207,156116867654,7520
208,41955067990,320
209,60048258216,6770
210,141153086232,1260
211,333089739912,17140
212,898596032,109530
213,105539689951,210
214,47281983995,640
215,152986695780,910
216,51031481674,6180
217,135590149921,1890
218,92043425449,9210
219,88413942001,2510
220,345237577442,4160
221,84911739839,1400
222,27692870168,150
223,86978178616,1340
224,135991314182,20640
225,205856361607,9770
226,341226036865,7530
227,109313562938,1380
228,120476431461,990
229,112685745512,1750
230,56372415338,3240
231,38372501717,5920
232,50990217048,1240
233,27692870168,150
234,46330372278,6260
235,282290464653,16470
236,55767366440,340
237,392420983744,1830
238,55767366440,340
239,460836664182,27110
240,132569566119,14470
241,90509717926,37190
242,87766938435,3780
243,35494189856,9190
244,89151303367,19200
245,266771445660,23090
246,241239847562,3790
247,80019714012,1190
248,74144400044,1460
249,80269688485,11210
250,152510402390,27610
251,780398204,100190
252,81139498985,900
253,147806837757,30860
254,98639184346,1360
255,56223813455,120
256,46658356612,860
257,258450757954,4180
258,53659114336,6230
259,13622604137,41550
260,88722338813,3090
261,42126771892,2270
262,80019714012,1190
263,33793016340,290
264,366469645961,4650
265,334489413003,19080
266,72983359245,2180
267,41554485205,2660
268,196383699745,13380
269,226520592845,1530
270,29777124897,10150
271,596548082,68040
272,32108193280,300
273,21018998355,4980
274,43439102506,510
275,157396938442,8140
276,57008622877,410
277,1085515537,74640
278,820022367,76830
279,32076400274,490
280,76469790341,850
281,96967453903,1370
282,56037529813,1030
283,20495524118,5080
284,67737160904,350
285,228514726237,3330
286,68929957778,260
287,515733179304,29500
288,164363345478,890
289,76776947223,480
290,653026297,100710
291,11841633011,42300
292,33779249347,7660
293,94727488090,820
294,121937415567,1220
295,30110850142,5520
296,97743244932,4700
297,104506677025,2100
298,120982208196,690
299,44411649178,6400
300,46658356612,860
301,641928383,86580
302,80021522014,500
303,125860219894,8950
304,76167391859,9270
305,225058113521,19000
306,101361612453,1280
307,61101547937,920
308,51471762774,11360
309,101275228650,380
310,28236807290,5510
311,229206780127,1870
312,103276979962,11970
313,101361612453,1280
314,61101547937,920
315,49758437040,660
316,729166988,356250
317,45939911069,220
318,167104865360,1790
319,224240547478,1590
320,150794435219,3700
321,195015540362,3920
322,71572254688,200
323,112751538289,13250
324,84252583580,700
325,91909307877,1290
326,40850300611,590
327,151254074807,1060
328,78067269993,2580
329,4808236957,4880
330,992111515,48670
331,372940461796,8880
332,40516074364,370
333,147412241895,8930
334,81055792434,40
335,537508148036,25680
336,33793016340,290
337,47281983995,640
338,43724517146,730
339,77172195068,2540
340,45098367904,570
341,43302018275,100
342,366469645961,4650
343,50451623609,270
344,99422780938,3720
345,97665111054,8360
346,118418839284,50
347,120982208196,690
348,245427414755,20420
349,230397823635,28870
350,88722338813,3090
351,5418906850,4840
352,80105756651,1760
353,117367881365,3730
354,55550010176,35680
355,415101964551,3670
356,282615939486,1880
357,191312582704,1180
358,82642971223,1130
359,147173278807,24030
360,93588030834,1850
361,55366832003,1700
362,1248920320,55650
363,65245340487,2880
364,196282603603,14290
365,38258660427,13570
366,316089817330,4490
367,1975262994,500000
368,238418766511,1390
369,112339940378,30
370,149207378567,1070
371,122066618459,1740
372,333445545208,4030
373,82612794109,2990
374,101994356262,2230
375,154370041039,35390
376,73070116809,3470
377,68628186945,9000
378,330266969714,27650
379,40061083011,6250
380,71998367586,7390
381,86180982971,420
382,87766938435,3780
383,89987558558,8260
384,94493753555,1410
385,98639184346,1360
386,151001162246,2770
387,55366832003,1700
388,92100406900,12060
389,70399641350,7310
390,62014001900,7490
391,354666194948,14200
392,80305972008,7540
393,251893132191,30130
394,274265147141,20280
395,52166381291,10990
396,52570165285,3200
397,56037529813,1030
398,77749403486,70
399,153540760460,780
400,114588076953,4000
401,91398627431,2140
402,36545224181,330
403,71920865826,10600
404,59204368415,430
405,79995350652,2410
406,145845295998,7420
407,124271447533,3940
408,21038498155,6670
409,137695559583,18370
410,266101104994,11850
411,208679508709,2490
412,60821987225,450
413,333445545208,4030
414,38161270780,2800
415,35779916790,2420
416,75809865245,35790
417,40087061717,5630
418,36267392414,2280
419,70687156451,3310
420,64993513360,800
421,62302014435,2710
422,84252583580,700
423,164363345478,890
424,45939911069,220
425,32108193280,300
426,391935912275,26380
427,63674638577,7330
428,94685363016,7780
429,495073188366,25180
430,195015540362,3920
431,105172482088,8320
432,38546372626,13350
