0,1,400
1,1,1800
2,1,1600
3,1,0
4,1,0
5,1,0
6,1,6500
7,1,0
8,1,500
9,1,2800
10,1,1850
11,1,0
12,1,0
13,1,3050
14,1,1100
15,1,0
16,1,0
17,1,0
18,1,2200
19,1,3900
20,1,4650
21,1,1650
22,1,0
23,1,0
24,1,0
25,1,1700
26,1,0
27,1,2350
28,1,0
29,1,0
30,1,1350
31,1,0
32,1,16050
33,1,1900
34,1,650
35,1,0
36,1,0
37,1,2650
38,1,0
39,1,0
40,1,2250
41,1,2000
42,1,0
43,1,0
44,1,3200
45,1,0
46,1,0
47,1,0
48,1,0
49,1,0
50,1,0
51,1,0
52,1,0
53,1,2300
54,1,3900
55,1,3800
56,1,0
57,1,0
58,1,1050
59,1,1500
60,1,0
61,1,0
62,1,0
63,1,0
64,1,0
65,1,0
66,1,0
67,1,4300
68,1,0
69,1,0
70,1,0
71,1,0
72,1,3100
73,1,0
74,1,0
75,1,0
76,1,0
77,1,2700
78,1,0
79,1,0
80,1,0
81,1,3000
82,1,0
83,1,0
84,1,0
85,1,1050
86,1,0
87,1,1700
88,1,0
89,1,0
90,1,0
91,1,3200
92,1,0
93,1,0
94,1,1100
95,1,0
96,1,950
97,1,0
98,1,0
99,1,0
