0,1,0
1,1,0
2,1,950
3,1,750
4,1,400
5,1,0
6,1,0
7,1,150
8,1,500
9,1,300
10,1,0
11,1,200
12,1,150
13,1,100
14,1,0
15,1,0
16,1,550
17,1,250
18,1,0
19,1,0
20,1,0
21,1,0
22,1,200
23,1,550
24,1,0
25,1,0
26,1,100
27,1,0
28,1,200
29,1,300
30,1,0
31,1,0
32,1,1200
33,1,150
34,1,100
35,1,200
36,1,0
37,1,0
38,1,100
39,1,0
40,1,200
41,1,0
42,1,500
43,1,150
44,1,0
45,1,0
46,1,0
47,1,0
48,1,0
49,1,0
50,1,0
51,1,800
52,1,0
53,1,700
54,1,0
55,1,100
56,1,0
57,1,0
58,1,0
59,1,0
60,1,100
61,1,100
62,1,700
63,1,0
64,1,100
65,1,0
66,1,0
67,1,0
68,1,0
69,1,0
70,1,800
71,1,1300
72,1,450
73,1,0
74,1,0
75,1,0
76,1,0
77,1,0
78,1,0
79,1,200
80,1,0
81,1,0
82,1,0
83,1,0
84,1,1000
85,1,0
86,1,0
87,1,0
88,1,900
89,1,200
90,1,0
91,1,0
92,1,450
93,1,0
94,1,1100
95,1,0
96,1,0
97,1,0
98,1,350
99,1,0
100,1,0
101,1,0
102,1,1450
103,1,0
104,1,0
105,1,450
106,1,0
107,1,0
108,1,1000
109,1,300
110,1,0
111,1,0
112,1,0
113,1,500
114,1,0
115,1,0
116,1,0
117,1,0
118,1,200
119,1,800
120,1,0
121,1,0
122,1,200
123,1,0
124,1,100
125,1,0
126,1,400
127,1,0
128,1,1900
129,1,150
130,1,0
131,1,0
132,1,0
133,1,0
134,1,0
135,1,0
136,1,200
137,1,0
138,1,0
139,1,0
140,1,600
141,1,0
142,1,0
143,1,0
144,1,0
145,1,100
146,1,0
147,1,0
148,1,0
149,1,500
150,1,0
151,1,0
152,1,0
153,1,100
154,1,0
155,1,100
156,1,0
157,1,0
158,1,100
159,1,0
160,1,200
161,1,0
162,1,200
163,1,350
164,1,0
165,1,800
166,1,150
167,1,0
168,1,0
169,1,0
170,1,0
171,1,750
172,1,0
173,1,400
174,1,0
175,1,0
176,1,0
177,1,100
178,1,0
179,1,0
180,1,0
181,1,0
182,1,200
183,1,200
184,1,550
185,1,950
186,1,0
187,1,0
188,1,200
189,1,600
190,1,150
191,1,0
192,1,0
193,1,950
194,1,0
195,1,0
196,1,0
197,1,200
198,1,0
199,1,250
200,1,0
201,1,0
202,1,0
203,1,0
204,1,0
205,1,200
206,1,1000
207,1,950
